H,CTL_GNSXLS_1_KEY_K,Number,GNS pilot — K button,CTL Falcon 50 GNS — GNS pilot
H,CTL_GNSXLS_1_KEY_L,Number,GNS pilot — L button,CTL Falcon 50 GNS — GNS pilot
H,CTL_GNSXLS_1_KEY_M,Number,GNS pilot — M button,CTL Falcon 50 GNS — GNS pilot
H,CTL_GNSXLS_1_KEY_N,Number,GNS pilot — N button,CTL Falcon 50 GNS — GNS pilot
H,CTL_GNSXLS_1_KEY_O,Number,GNS pilot — O button,CTL Falcon 50 GNS — GNS pilot
H,CTL_GNSXLS_1_KEY_P,Number,GNS pilot — P button,CTL Falcon 50 GNS — GNS pilot
H,CTL_GNSXLS_1_KEY_Q,Number,GNS pilot — Q button,CTL Falcon 50 GNS — GNS pilot
H,CTL_GNSXLS_1_KEY_R,Number,GNS pilot — R button,CTL Falcon 50 GNS — GNS pilot
H,CTL_GNSXLS_1_KEY_S,Number,GNS pilot — S button,CTL Falcon 50 GNS — GNS pilot
H,CTL_GNSXLS_1_KEY_T,Number,GNS pilot — T button,CTL Falcon 50 GNS — GNS pilot
H,CTL_GNSXLS_1_KEY_U,Number,GNS pilot — U button,CTL Falcon 50 GNS — GNS pilot
H,CTL_GNSXLS_1_KEY_V,Number,GNS pilot — V button,CTL Falcon 50 GNS — GNS pilot
H,CTL_GNSXLS_1_KEY_W,Number,GNS pilot — W button,CTL Falcon 50 GNS — GNS pilot
H,CTL_GNSXLS_1_KEY_X,Number,GNS pilot — X button,CTL Falcon 50 GNS — GNS pilot
H,CTL_GNSXLS_1_KEY_Y,Number,GNS pilot — Y button,CTL Falcon 50 GNS — GNS pilot
H,CTL_GNSXLS_1_KEY_Z,Number,GNS pilot — Z button,CTL Falcon 50 GNS — GNS pilot
H,CTL_GNSXLS_1_KEY_SP,Number,GNS pilot — Space button,CTL Falcon 50 GNS — GNS pilot
H,CTL_GNSXLS_1_KEY_HSTG,Number,GNS pilot — # button,CTL Falcon 50 GNS — GNS pilot
H,CTL_GNSXLS_1_KEY_PLUSMIN,Number,GNS pilot — +/- button,CTL Falcon 50 GNS — GNS pilot
H,CTL_GNSXLS_1_KEY_ASTERISK,Number,GNS pilot — * button,CTL Falcon 50 GNS — GNS pilot
H,CTL_GNSXLS_2_BUTTON_ON,Number,GNS copilot — power on,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_BUTTON_OFF,Number,GNS copilot — power off (long press),CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_BUTTON_BRT_PUSHED,Number,GNS copilot — brightness hold,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_BUTTON_BRT_RELEASED,Number,GNS copilot — brightness release,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_FPL,Number,GNS copilot — FPL button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_NAV,Number,GNS copilot — NAV button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_DIRECTTO,Number,GNS copilot — Direct-to button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_PLAN,Number,GNS copilot — Plan button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_HOLD,Number,GNS copilot — Hold / POS fix button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_AFIS,Number,GNS copilot — AFIS button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_VNAV,Number,GNS copilot — VNAV button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_MSG,Number,GNS copilot — MSG button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_PRV,Number,GNS copilot — Page prev button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_NXT,Number,GNS copilot — Page next button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_ENTER,Number,GNS copilot — Enter button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_BACK,Number,GNS copilot — Back (CLR) button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_L1,Number,GNS copilot — L1 button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_L2,Number,GNS copilot — L2 button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_L3,Number,GNS copilot — L3 button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_L4,Number,GNS copilot — L4 button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_L5,Number,GNS copilot — L5 button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_R1,Number,GNS copilot — R1 button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_R2,Number,GNS copilot — R2 button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_R3,Number,GNS copilot — R3 button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_R4,Number,GNS copilot — R4 button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_R5,Number,GNS copilot — R5 button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_0,Number,GNS copilot — Digit 0 button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_1,Number,GNS copilot — Digit 1 button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_2,Number,GNS copilot — Digit 2 button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_3,Number,GNS copilot — Digit 3 button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_4,Number,GNS copilot — Digit 4 button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_5,Number,GNS copilot — Digit 5 button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_6,Number,GNS copilot — Digit 6 button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_7,Number,GNS copilot — Digit 7 button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_8,Number,GNS copilot — Digit 8 button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_9,Number,GNS copilot — Digit 9 button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_A,Number,GNS copilot — A button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_B,Number,GNS copilot — B button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_C,Number,GNS copilot — C button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_D,Number,GNS copilot — D button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_E,Number,GNS copilot — E button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_F,Number,GNS copilot — F button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_G,Number,GNS copilot — G button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_H,Number,GNS copilot — H button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_I,Number,GNS copilot — I button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_J,Number,GNS copilot — J button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_K,Number,GNS copilot — K button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_L,Number,GNS copilot — L button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_M,Number,GNS copilot — M button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_N,Number,GNS copilot — N button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_O,Number,GNS copilot — O button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_P,Number,GNS copilot — P button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_Q,Number,GNS copilot — Q button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_R,Number,GNS copilot — R button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_S,Number,GNS copilot — S button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_T,Number,GNS copilot — T button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_U,Number,GNS copilot — U button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_V,Number,GNS copilot — V button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_W,Number,GNS copilot — W button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_X,Number,GNS copilot — X button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_Y,Number,GNS copilot — Y button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_Z,Number,GNS copilot — Z button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_SP,Number,GNS copilot — Space button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_HSTG,Number,GNS copilot — # button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_PLUSMIN,Number,GNS copilot — +/- button,CTL Falcon 50 GNS — GNS copilot
H,CTL_GNSXLS_2_KEY_ASTERISK,Number,GNS copilot — * button,CTL Falcon 50 GNS — GNS copilot
