Pressure Altitude: 0ft,ISA -10°C,,,,,,,,,
,,,,,,,,,,
Ind. M.,.713,.713,.713,.712,.707,.696,.678,.655,.632,.610
NM/lb,.2030,.2112,.2197,.2280,.2365,.2452,.2541,.2637,.2738,.2842
TAT (°C),-34,-34,-35,-35,-35,-35,-37,-38,-39,-40
TAS (kt),409,409,409,408,406,399,389,377,364,351
RPM (%),95.7,94.8,94,93.1,92.1,91,89.7,88.3,86.9,85.6
F/F (lb/hr),671,645,620,597,572,543,511,476,443,412
,,,,,,,,,,
Pressure Altitude: 37000ft,ISA +10°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,.713,.713,.713,.712,.707,.696,.678,.655,.632,.610
NM/lb,.2013,.2095,.2180,.2263,.2348,.2435,.2525,.2622,.2722,.2827
TAT (°C),-23,-23,-23,-24,-24,-25,-26,-27,-28,-30
TAS (kt),418,418,418,418,415,409,398,385,372,359
RPM (%),97.9,97,96.1,95.2,94.2,93,91.8,90.3,88.9,87.5
F/F (lb/hr),692,665,639,615,589,559,526,490,455,423
,,,,,,,,,,
Pressure Altitude: 37000ft,ISA +20°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,.713,.713,.713,.712,.707,.696,.678,.655,.632,.610
NM/lb,.1996,.2078,.2163,.2246,.2331,.2419,.2508,.2606,.2707,.2812
TAT (°C),-12,-12,-12,-13,-13,-14,-15,-16,-17,-19
TAS (kt),427,427,427,427,424,418,407,394,380,367
RPM (%),100,99.1,98.2,97.3,96.2,95.1,93.8,92.3,90.9,89.4
F/F (lb/hr),713,685,658,633,606,575,541,503,468,435
,,,,,,,,,,
Pressure Altitude: 39000ft,ISA -15°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,.736,.721,.717,.714,.715,.713,.704,.686,.661,.636
NM/lb,.2028,.2144,.2247,.2349,.2444,.2541,.2640,.2743,.2852,.2969
TAT (°C),-50,-51,-51,-51,-51,-51,-52,-52,-54,-55
TAS (kt),406,398,396,395,396,394,390,380,367,353
RPM (%),95.2,93.5,92.3,91.4,90.5,89.5,88.4,87.1,85.6,84.1
F/F (lb/hr),667,619,587,561,539,517,492,461,428,396
,,,,,,,,,,
Pressure Altitude: 39000ft,ISA -10°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,.736,.721,.717,.714,.715,.713,.704,.686,.661,.636
NM/lb,.2018,.2134,.2237,.2339,.2435,.2532,.2630,.2734,.2843,.2960
TAT (°C),-44,-45,-45,-45,-45,-46,-46,-47,-48,-50
TAS (kt),411,403,401,400,401,399,394,385,371,357
RPM (%),96.4,94.7,93.5,92.5,91.6,90.6,89.5,88.1,86.7,85.2
F/F (lb/hr),679,630,597,570,548,525,500,469,435,402
,,,,,,,,,,
Pressure Altitude: 39000ft,ISA 0°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,.735,.721,.717,.714,.715,.713,.704,.686,.661,.636
NM/lb,.2005,.2115,.2218,.2320,.2416,.2513,.2612,.2716,.2825,.2944
TAT (°C),-33,-34,-34,-34,-34,-35,-35,-36,-37,-39
TAS (kt),421,413,410,410,410,409,404,394,380,366
RPM (%),98.6,96.9,95.7,94.7,93.8,92.8,91.6,90.3,88.7,87.2
F/F (lb/hr),699,651,616,588,566,542,515,483,448,414
,,,,,,,,,,
Pressure Altitude: 39000ft,ISA +10°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,.735,.721,.717,.714,.715,.713,.704,.686,.661,.636
NM/lb,.1985,.2096,.2200,.2301,.2397,.2494,.2593,.2698,.2808,.2927
TAT (°C),-22,-23,-23,-23,-23,-23,-24,-25,-27,-28
TAS (kt),430,422,420,419,419,418,413,403,389,374
RPM (%),100.9,99.2,97.9,96.9,96,94.9,93.7,92.3,90.8,89.2
F/F (lb/hr),722,671,636,607,583,558,531,497,461,426
,,,,,,,,,,
Pressure Altitude: 39000ft,ISA +20°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,,,,.714,.715,.713,.704,.686,.661,.636
NM/lb,,,,.2283,.2379,.2476,.2575,.2680,.2790,.2910
TAT (°C),,,,-12,-12,-12,-13,-14,-16,-17
TAS (kt),,,,428,429,427,422,412,397,382
RPM (%),,,,99,98.1,97,95.8,94.3,92.7,91.1
F/F (lb/hr),,,,625,600,575,546,512,474,438
,,,,,,,,,,
Pressure Altitude: 41000ft,ISA -15°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,.756,.735,.719,.716,.714,.715,.715,.708,.692,.671
NM/lb,.1967,.2112,.2250,.2369,.2489,.2602,.2714,.2828,.2943,.3065
TAT (°C),-49,-50,-51,-51,-51,-51,-51,-51,-52,-53
TAS (kt),417,405,398,396,395,395,395,392,383,372
RPM (%),98.7,96.4,94.5,93.2,92,91,90.1,88.9,87.5,86.1
F/F (lb/hr),706,640,589,557,529,506,485,462,434,404
,,,,,,,,,,
Pressure Altitude: 41000ft,ISA -10°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,.756,.735,.719,.716,.714,.715,.715,.708,.692,.671
NM/lb,.1957,.2101,.2239,.2358,.2479,.2592,.2704,.2817,.2933,.3055
TAT (°C),-43,-44,-45,-45,-45,-45,-45,-46,-47,-48
TAS (kt),422,410,402,401,400,400,400,397,388,376
RPM (%),99.9,97.6,95.7,94.3,93.1,92.2,91.2,90,88.6,87.1
F/F (lb/hr),718,651,599,566,538,515,493,469,440,411
,,,,,,,,,,
Pressure Altitude: 41000ft,ISA 0°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,,.735,.719,.716,.714,.715,.715,.708,.692,.671
NM/lb,,.2080,.2219,.2338,.2458,.2581,.2683,.2797,.2913,.3036
TAT (°C),,-33,-34,-34,-34,-34,-34,-35,-36,-37
TAS (kt),,420,412,410,410,410,410,406,397,385
RPM (%),,99.9,98,96.6,95.4,94.4,93.4,92.2,90.7,89.2
F/F (lb/hr),,673,619,553,555,531,509,484,454,423
,,,,,,,,,,
Pressure Altitude: 41000ft,ISA +10°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,,,.719,.716,.714,.715,.715,.708,.692,.671
NM/lb,,,.2198,.2317,.2438,.2551,.2663,.2777,.2894,.3017
TAT (°C),,,-23,-23,-23,-23,-23,-24,-25,-26
TAS (kt),,,421,420,419,419,419,415,406,394
RPM (%),,,100.2,98.8,97.5,96.5,95.5,94.3,92.8,91.3
F/F (lb/hr),,,639,604,573,548,525,498,467,435
,,,,,,,,,,
Pressure Altitude: 41000ft,ISA +20°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,,,,,,.715,.715,.708,.692,.671
NM/lb,,,,,,.2531,.2643,.2757,.2874,.2997
TAT (°C),,,,,,-12,-12,-13,-14,-15
TAS (kt),,,,,,428,428,424,415,403
RPM (%),,,,,,98.6,97.6,96.3,94.8,93.3
F/F (lb/hr),,,,,,564,540,513,481,448
,,,,,,,,,,
Pressure Altitude: 43000ft,ISA -15°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,,.775,.755,.735,.720,.714,.715,.716,.711,.699
NM/lb,,.2036,.2177,.2340,.2494,.2645,.2778,.2908,.3038,.3176
TAT (°C),,-48,-49,-50,-51,-51,-51,-51,-51,-52
TAS (kt),,427,416,406,398,395,396,396,393,387
RPM (%),,100.7,98.4,96.1,94.2,92.6,91.5,90.5,89.3,87.9
F/F (lb/hr),,698,637,578,532,497,475,454,431,406
,,,,,,,,,,
Pressure Altitude: 43000ft,ISA -10°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,,.775,.755,.735,.720,.714,.715,.716,.711,.699
NM/lb,,.2023,.2165,.2327,.2483,.2634,.2767,.2897,.3027,.3165
TAT (°C),,-42,-43,-44,-45,-45,-45,-45,-46,-46
TAS (kt),,432,421,411,403,400,401,401,398,392
RPM (%),,101.9,99.6,97.3,95.3,93.8,92.7,91.6,90.4,89
F/F (lb/hr),,711,648,588,541,506,482,461,438,412
,,,,,,,,,,
Pressure Altitude: 43000ft,ISA 0°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,,.775,.755,.735,.720,.714,.715,.716,.711,.699
NM/lb,,.2000,.2142,.2305,.2460,.2611,.2744,.2874,.3005,.3143
TAT (°C),,-31,-32,-33,-34,-34,-34,-34,-35,-35
TAS (kt),,442,431,420,412,409,410,411,408,401
RPM (%),,104.3,102,99.6,97.6,96,94.9,93.8,92.6,91.1
F/F (lb/hr),,737,671,608,559,522,498,476,452,425
,,,,,,,,,,
Pressure Altitude: 43000ft,ISA +10°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,,,,,.720,.714,.715,.716,.711,.699
NM/lb,,,,,.2438,.2589,.2722,.2852,.2983,.3121
TAT (°C),,,,,-23,-23,-23,-23,-24,-24
TAS (kt),,,,,422,419,419,420,417,410
RPM (%),,,,,99.8,98.2,97,96,94.7,93.2
F/F (lb/hr),,,,,577,539,514,491,466,438
,,,,,,,,,,
Pressure Altitude: 43000ft,ISA +20°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,,,,,,,,.716,.711,.699
NM/lb,,,,,,,,.2830,.2961,.3100
TAT (°C),,,,,,,,-12,-13,-13
TAS (kt),,,,,,,,429,426,419
RPM (%),,,,,,,,98.1,96.8,95.2
F/F (lb/hr),,,,,,,,505,480,450
,,,,,,,,,,
Pressure Altitude: 45000ft,ISA -15°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,,,,,.753,.727,.714,.715,.716,.716
NM/lb,,,,,.2446,.2634,.2818,.2977,.3130,.3291
TAT (°C),,,,,-49,-50,-51,-51,-51,-51
TAS (kt),,,,,415,402,395,396,396,396
RPM (%),,,,,97.6,95.2,93.2,92,90.8,89.6
F/F (lb/hr),,,,,565,508,467,443,422,401
,,,,,,,,,,
Pressure Altitude: 45000ft,ISA -10°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,,,,,.753,.727,.714,.715,.716,.716
NM/lb,,,,,.2434,.2621,.2806,.2964,.3118,.3278
TAT (°C),,,,,-43,-45,-45,-45,-45,-45
TAS (kt),,,,,420,407,400,401,401,401
RPM (%),,,,,98.8,96.4,94.4,93.1,92,90.7
F/F (lb/hr),,,,,575,517,475,450,429,408
,,,,,,,,,,
Pressure Altitude: 45000ft,ISA 0°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,,,,,.753,.727,.714,.715,.716,.716
NM/lb,,,,,.2408,.2596,.2781,.2940,.3093,.3254
TAT (°C),,,,,-32,-34,-34,-34,-34,-34
TAS (kt),,,,,430,416,410,410,411,411
RPM (%),,,,,101.2,98.7,96.6,95.3,94.2,92.9
F/F (lb/hr),,,,,595,535,491,465,442,421
,,,,,,,,,,
Pressure Altitude: 45000ft,ISA +10°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,,,,,,,.714,.715,.716,.716
NM/lb,,,,,,,.2756,.2915,.3069,.3230
TAT (°C),,,,,,,-23,-23,-23,-23
TAS (kt),,,,,,,419,419,420,420
RPM (%),,,,,,,98.9,97.5,96.3,95
F/F (lb/hr),,,,,,,508,479,456,433
