Pressure Altitude: 20000ft,ISA -10°C,,,,,,,,,
,,,,,,,,,,
TAT (°C),,,6,6,6,6,6,6,6,6
TAS (kt),,,463,463,463,463,463,463,463,463
RPM (%),,,98.9,98.6,98.3,98,97.8,97.6,97.4,97.3
F/F (lb/hr),,,902,891,881,871,863,856,849,843
,,,,,,,,,,
Pressure Altitude: 31000ft,ISA -10°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,.750,.750,.750,.750,.750,.750,.750,.750,.750,.750
NM/lb,.1798,.1830,.1860,.1889,.1916,.1941,.1964,.1985,.2003,.2021
TAT (°C),-32,-32,-32,-32,-32,-32,-32,-32,-32,-32
TAS (kt),430,430,430,430,430,430,430,430,430,430
RPM (%),93.4,93,92.6,92.2,91.9,91.6,91.3,91,90.8,90.6
F/F (lb/hr),798,783,771,759,748,739,730,722,716,710
,,,,,,,,,,
Pressure Altitude: 31000ft,ISA 0°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,.750,.750,.750,.750,.750,.750,.750,.750,.750,.750
NM/lb,.1785,.1816,.1847,.1875,.1902,.1927,.1950,.1971,.1990,.2007
TAT (°C),-21,-21,-21,-21,-21,-21,-21,-21,-21,-21
TAS (kt),440,440,440,440,440,440,440,440,440,440
RPM (%),95.5,95.1,94.7,94.3,94,93.6,93.4,93.1,92.9,92.7
F/F (lb/hr),822,807,794,782,771,761,752,744,737,731
,,,,,,,,,,
Pressure Altitude: 31000ft,ISA +10°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,.750,.750,.750,.750,.750,.750,.750,.750,.750,.750
NM/lb,.1770,.1803,.1833,.1862,.1889,.1914,.1937,.1958,.1976,.1993
TAT (°C),-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
TAS (kt),450,450,450,450,450,450,450,450,450,450
RPM (%),97.6,97.1,96.7,96.4,96,95.7,95.4,95.2,94.9,94.7
F/F (lb/hr),846,831,817,805,793,783,774,765,758,752
,,,,,,,,,,
Pressure Altitude: 31000ft,ISA +20°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,,.750,.750,.750,.750,.750,.750,.750,.750,.750
NM/lb,,.1790,.1820,.1848,.1875,.1900,.1923,.1944,.1963,.1980
TAT (°C),,1,1,1,1,1,1,1,1,1
TAS (kt),,459,459,459,459,459,459,459,459,459
RPM (%),,99.2,98.8,98.4,98,97.7,97.4,97.1,96.9,96.7
F/F (lb/hr),,855,841,828,816,805,795,787,779,772
,,,,,,,,,,
Pressure Altitude: 33000ft,ISA -10°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,.750,.750,.750,.750,.750,.750,.750,.750,.750,.750
NM/lb,.1891,.1933,.1973,.2011,.2047,.2080,.2110,.2138,.2164,.2188
TAT (°C),-36,-36,-36,-36,-36,-36,-36,-36,-36,-36
TAS (kt),426,426,426,426,426,426,426,426,426,426
RPM (%),93.4,91.7,92.5,92,91.6,91.2,90.9,90.6,90.3,90.1
F/F (lb/hr),751,735,720,706,694,683,673,664,657,649
,,,,,,,,,,
Pressure Altitude: 33000ft,ISA 0°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,.750,.750,.750,.750,.750,.750,.750,.750,.750,.750
NM/lb,.1876,.1918,.1958,.1996,.2032,.2065,.2095,.2123,.2149,.2173
TAT (°C),-25,-25,-25,-25,-25,-25,-25,-25,-25,-25
TAS (kt),436,436,436,436,436,436,436,436,436,436
RPM (%),95.5,95.1,94.6,94.2,93.7,93.3,93,92.7,92.4,92.1
F/F (lb/hr),775,758,742,728,716,704,694,685,676,669
,,,,,,,,,,
Pressure Altitude: 33000ft,ISA +10°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,.750,.750,.750,.750,.750,.750,.750,.750,.750,.750
NM/lb,.1862,.1903,.1944,.1982,.2017,.2050,.2081,.2109,.2134,.2158
TAT (°C),-14,-14,-14,-14,-14,-14,-14,-14,-14,-14
TAS (kt),446,446,446,446,446,446,446,446,446,446
RPM (%),97.7,97.2,96.7,96.2,95.8,95.4,95.1,94.7,94.5,94.2
F/F (lb/hr),798,781,764,750,737,725,714,705,696,688
,,,,,,,,,,
Pressure Altitude: 33000ft,ISA +20°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,.750,.750,.750,.750,.750,.750,.750,.750,.750,.750
NM/lb,.1847,.1889,.1929,.1967,.2002,.2035,.2066,.2094,.2120,.2144
TAT (°C),-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
TAS (kt),455,455,455,455,455,455,455,455,455,455
RPM (%),99.7,99.2,98.8,98.3,97.8,97.4,97.1,96.8,96.5,96.2
F/F (lb/hr),822,803,787,771,758,746,735,725,716,708
,,,,,,,,,,
Pressure Altitude: 35000ft,ISA -10°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,.750,.750,.750,.750,.750,.750,.750,.750,.750,.750
NM/lb,.1971,.2029,.2080,.2130,.2177,.2222,.2262,.2300,.2334,.2367
TAT (°C),-41,-41,-41,-41,-41,-41,-41,-41,-41,-41
TAS (kt),422,422,422,422,422,422,422,422,422,422
RPM (%),93.6,93,92.4,91.9,91.5,91,90.6,90.2,89.8,89.5
F/F (lb/hr),714,694,677,661,646,633,622,612,603,594
,,,,,,,,,,
Pressure Altitude: 35000ft,ISA 0°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,.750,.750,.750,.750,.750,.750,.750,.750,.750,.750
NM/lb,.1954,.2013,.2064,.2113,.2161,.2205,.2246,.2283,.2318,.2351
TAT (°C),-30,-30,-30,-30,-30,-30,-30,-30,-30,-30
TAS (kt),432,432,432,432,432,432,432,432,432,432
RPM (%),95.8,95.2,94.6,94.1,93.6,93.2,92.7,92.3,92,91.6
F/F (lb/hr),737,716,698,682,667,653,641,631,622,613
,,,,,,,,,,
Pressure Altitude: 35000ft,ISA +10°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,.750,.750,.750,.750,.750,.750,.750,.750,.750,.750
NM/lb,.1939,.1995,.2048,.2097,.2145,.2189,.2230,.2267,.2302,.2335
TAT (°C),-19,-19,-19,-19,-19,-19,-19,-19,-19,-19
TAS (kt),442,442,442,442,442,442,442,442,442,442
RPM (%),98,94.4,96.8,96.3,95.8,95.3,94.8,94.4,94,93.7
F/F (lb/hr),760,739,719,702,687,673,661,650,640,631
,,,,,,,,,,
Pressure Altitude: 35000ft,ISA +20°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,.750,.750,.750,.750,.750,.750,.750,.750,.750,.750
NM/lb,.1923,.1981,.2032,.2081,.2129,.2173,.2214,.2251,.2289,.2319
TAT (°C),-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
TAS (kt),452,452,452,452,452,452,452,452,452,452
RPM (%),100.1,99.4,98.9,98.3,97.8,97.3,96.9,96.4,96.1,95.7
F/F (lb/hr),782,760,741,723,707,693,680,669,658,649
,,,,,,,,,,
Pressure Altitude: 37000ft,ISA -10°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,.750,.750,.750,.750,.750,.750,.750,.750,.750,.750
NM/lb,.1997,.2078,.2156,.2223,.2282,.2339,.2393,.2441,.2486,.2529
TAT (°C),-43,-43,-43,-43,-43,-43,-43,-43,-43,-43
TAS (kt),420,420,420,420,420,420,420,420,420,420
RPM (%),94.8,93.9,93.1,92.4,91.8,91.3,90.8,90.3,89.9,89.5
F/F (lb/hr),701,674,649,630,614,599,585,573,563,554
,,,,,,,,,,
Pressure Altitude: 37000ft,ISA 0°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,.750,.750,.750,.750,.750,.750,.750,.750,.750,.750
NM/lb,.1978,.2060,.2138,.2205,.2264,.2321,.2375,.2423,.2468,.2511
TAT (°C),-32,-32,-32,-32,-32,-32,-32,-32,-32,-32
TAS (kt),430,430,430,430,430,430,430,430,430,430
RPM (%),97.1,96.2,95.3,94.6,94,93.5,93,92.5,92,91.6
F/F (lb/hr),725,696,671,650,633,618,604,592,581,571
,,,,,,,,,,
Pressure Altitude: 37000ft,ISA +10°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,.750,.750,.750,.750,.750,.750,.750,.750,.750,.750
NM/lb,.1960,.2042,.2120,.2187,.2246,.2303,.2357,.2406,.2450,.2493
TAT (°C),-21,-21,-21,-21,-21,-21,-21,-21,-21,-21
TAS (kt),440,440,440,440,440,440,440,440,440,440
RPM (%),99.3,98.4,97.5,96.8,96.2,95.6,95.1,94.6,94.1,93.7
F/F (lb/hr),748,718,692,670,653,637,622,609,598,588
,,,,,,,,,,
Pressure Altitude: 37000ft,ISA +20°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,,,.750,.750,.750,.750,.750,.750,.750,.750
NM/lb,,,.2103,.2170,.2229,.2284,.2338,.2388,.2433,.2476
TAT (°C),,,-10,-10,-10,-10,-10,-10,-10,-10
TAS (kt),,,450,450,450,450,450,450,450,450
RPM (%),,,99.6,98.9,98.3,97.7,97.2,96.6,96.2,95.7
F/F (lb/hr),,,712,690,672,656,641,627,616,605
,,,,,,,,,,
Pressure Altitude: 39000ft,ISA -15°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,.750,.750,.750,.750,.750,.750,.750,.750,.750,.750
NM/lb,.2004,.2105,.2200,.2296,.2387,.2457,.2524,.2589,.2647,.2700
TAT (°C),-49,-49,-49,-49,-49,-49,-49,-49,-49,-49
TAS (kt),415,415,415,415,415,415,415,415,415,415
RPM (%),95.8,94.7,93.6,92.6,91.8,91.1,90.5,90,89.4,88.9
F/F (lb/hr),690,657,629,602,579,563,548,534,522,512
,,,,,,,,,,
Pressure Altitude: 39000ft,ISA -10°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,.750,.750,.750,.750,.750,.750,.750,.750,.750,.750
NM/lb,.1994,.2093,.2189,.2285,.2373,.2446,.2514,.2578,.2636,.2693
TAT (°C),-43,-43,-43,-43,-43,-43,-43,-43,-43,-43
TAS (kt),420,420,420,420,420,420,420,420,420,420
RPM (%),97,95.9,94.8,93.8,92.9,92.2,91.6,91.1,90.5,90
F/F (lb/hr),702,669,645,618,594,572,557,543,531,520
,,,,,,,,,,
Pressure Altitude: 39000ft,ISA 0°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,.750,.750,.750,.750,.750,.750,.750,.750,.750,.750
NM/lb,.1975,.2073,.2169,.2266,.2353,.2427,.2494,.2558,.2617,.2673
TAT (°C),-32,-32,-32,-32,-32,-32,-32,-32,-32,-32
TAS (kt),430,430,430,430,430,430,430,430,430,430
RPM (%),99.3,98.2,97.1,96,95.1,94.4,93.8,93.3,92.7,92.2
F/F (lb/hr),726,692,661,633,609,591,575,560,548,536
,,,,,,,,,,
Pressure Altitude: 39000ft,ISA +10°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,,.750,.750,.750,.750,.750,.750,.750,.750,.750
NM/lb,,.2054,.2151,.2247,.2334,.2407,.2475,.2539,.2598,.2654
TAT (°C),,-21,-21,-21,-21,-21,-21,-21,-21,-21
TAS (kt),,440,440,440,440,440,440,440,440,440
RPM (%),,100.4,99.3,98.2,97.3,96.6,96,95.4,94.8,94.3
F/F (lb/hr),,714,682,653,628,609,592,577,564,552
,,,,,,,,,,
Pressure Altitude: 39000ft,ISA +20°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,,,,,.750,.750,.750,.750,.750,.750
NM/lb,,,,,.2315,.2388,.2456,.2517,.2576,.2638
TAT (°C),,,,,-10,-10,-10,-10,-10,-10
TAS (kt),,,,,450,450,450,450,450,450
RPM (%),,,,,99.4,98.7,98.1,97.5,96.9,96.3
F/F (lb/hr),,,,,647,627,610,595,582,568
,,,,,,,,,,
Pressure Altitude: 41000ft,ISA -15°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,.750,.750,.750,.750,.750,.750,.750,.750,.750,.750
NM/lb,.1973,.2088,.2205,.2323,.2436,.2549,.2640,.2719,.2796,.2865
TAT (°C),-49,-49,-49,-49,-49,-49,-49,-49,-49,-49
TAS (kt),415,415,415,415,415,415,415,415,415,415
RPM (%),98.5,97,95.7,94.5,93.3,92.3,91.5,90.8,90.2,89.6
F/F (lb/hr),701,662,627,595,568,542,524,509,495,483
,,,,,,,,,,
Pressure Altitude: 41000ft,ISA -10°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,.750,.750,.750,.750,.750,.750,.750,.750,.750,.750
NM/lb,.1962,.2077,.2193,.2310,.2424,.2534,.2628,.2708,.2784,.2861
TAT (°C),-43,-43,-43,-43,-43,-43,-43,-43,-43,-43
TAS (kt),420,420,420,420,420,420,420,420,420,420
RPM (%),99.7,98.2,96.9,95.6,94.5,93.4,92.6,91.9,91.3,90.7
F/F (lb/hr),714,674,638,606,578,553,533,517,503,489
,,,,,,,,,,
Pressure Altitude: 41000ft,ISA 0°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,.750,.750,.750,.750,.750,.750,.750,.750,.750,.750
NM/lb,.1942,.2056,.2172,.2288,.2402,.2512,.2607,.2687,.2763,.2839
TAT (°C),-32,-32,-32,-32,-32,-32,-32,-32,-32,-32
TAS (kt),430,430,430,430,430,430,430,430,430,430
RPM (%),102.1,100.6,99.2,97.9,96.8,95.7,94.8,94.1,93.5,92.8
F/F (lb/hr),738,697,660,626,597,571,550,534,519,505
,,,,,,,,,,
Pressure Altitude: 41000ft,ISA +10°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,,,,.750,.750,.750,.750,.750,.750,.750
NM/lb,,,,.2267,.2381,.2491,.2585,.2665,.2742,.2818
TAT (°C),,,,-21,-21,-21,-21,-21,-21,-21
TAS (kt),,,,440,440,440,440,440,440,440
RPM (%),,,,100.2,99,97.9,97,96.3,95.6,94.9
F/F (lb/hr),,,,647,616,589,567,550,535,520
,,,,,,,,,,
Pressure Altitude: 41000ft,ISA +20°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,,,,,,,.750,.750,.750,.750
NM/lb,,,,,,,.2565,.2645,.2721,.2798
TAT (°C),,,,,,,-10,-10,-10,-10
TAS (kt),,,,,,,450,450,450,450
RPM (%),,,,,,,99.1,98.4,97.7,97
F/F (lb/hr),,,,,,,584,566,551,536
,,,,,,,,,,
Pressure Altitude: 43000ft,ISA -15°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,,.750,.750,.750,.750,.750,.750,.750,.750,.750
NM/lb,,.2030,.2181,.2314,.2453,.2590,.2723,.2843,.2937,.3027
TAT (°C),,-49,-49,-49,-49,-49,-49,-49,-49,-49
TAS (kt),,415,415,415,415,415,415,415,415,415
RPM (%),,100.3,98.3,96.7,95.3,94,92.8,91.8,91,90.3
F/F (lb/hr),,681,634,598,564,534,508,486,471,457
,,,,,,,,,,
Pressure Altitude: 43000ft,ISA -10°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,,.750,.750,.750,.750,.750,.750,.750,.750,.750
NM/lb,,.2017,.2164,.2302,.2440,.2577,.2710,.2828,.2924,.3020
TAT (°C),,-43,-43,-43,-43,-43,-43,-43,-43,-43
TAS (kt),,420,420,420,420,420,420,420,420,420
RPM (%),,101.6,99.6,97.9,96.5,95.2,94,93,92.2,91.4
F/F (lb/hr),,694,647,608,574,543,517,495,479,464
,,,,,,,,,,
Pressure Altitude: 43000ft,ISA 0°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,,,.750,.750,.750,.750,.750,.750,.750,.750
NM/lb,,,.2141,.2278,.2417,.2553,.2686,.2805,.2901,.2996
TAT (°C),,,-32,-32,-32,-32,-32,-32,-32,-32
TAS (kt),,,430,430,430,430,430,430,430,430
RPM (%),,,101.9,100.3,98.8,97.5,96.2,95.2,94.4,93.6
F/F (lb/hr),,,670,629,593,561,534,511,494,479
,,,,,,,,,,
Pressure Altitude: 43000ft,ISA +10°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,,,,,,.750,.750,.750,.750,.750
NM/lb,,,,,,.2531,.2664,.2781,.2878,.2974
TAT (°C),,,,,,-21,-21,-21,-21,-21
TAS (kt),,,,,,440,440,440,440,440
RPM (%),,,,,,99.7,98.4,97.3,96.5,95.7
F/F (lb/hr),,,,,,579,550,527,509,493
,,,,,,,,,,
Pressure Altitude: 45000ft,ISA -15°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,,,,,.750,.750,.750,.750,.750,.750
NM/lb,,,,,.2438,.2597,.2764,.2920,.3072,.3182
TAT (°C),,,,,-49,-49,-49,-49,-49,-49
TAS (kt),,,,,415,415,415,415,415,415
RPM (%),,,,,97.8,96.1,94.6,93.3,92.1,91.2
F/F (lb/hr),,,,,587,533,500,474,450,435
,,,,,,,,,,
Pressure Altitude: 45000ft,ISA -10°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,,,,,.750,.750,.750,.750,.750,.750
NM/lb,,,,,.2424,.2582,.2746,.2906,.3049,.3183
TAT (°C),,,,,-43,-43,-43,-43,-43,-43
TAS (kt),,,,,420,420,420,420,420,420
RPM (%),,,,,99,97.3,95.8,94.4,93.3,92.2
F/F (lb/hr),,,,,578,542,510,482,459,440
,,,,,,,,,,
Pressure Altitude: 45000ft,ISA 0°C,,,,,,,,,
,,,,,,,,,,
"Weight x 1,000 lb",40,38,36,34,32,30,28,26,24,22
Ind. M.,,,,,,.750,.750,.750,.750,.750
NM/lb,,,,,,.2557,.2720,.2880,.3024,.3158
TAT (°C),,,,,,-32,-32,-32,-32,-32
TAS (kt),,,,,,430,430,430,430,430
RPM (%),,,,,,99.7,98.1,96.7,95.5,94.4
F/F (lb/hr),,,,,,561,527,498,474,454
,,,,,,,,,,
Pressure Altitude: 45000ft,ISA +10°C,,,,,,,,,
